child_events,id,ticket_id,timestamp,created_at,updater_id,via,system,event_type
"[{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":708224247094,""added_tags"":[""jira_escalated""],""tags"":[""customer-avex"",""datacenter_aws"",""jira_escalated""],""via"":""Web service""}]",7.08224E+11,38851,1557906310,45:10.0,5396187947,Web service,"{""location"":""Tokyo, 40, Japan"",""client"":null,""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":707559996353,""comment_present"":true,""via"":""Merge""}]",7.0756E+11,38868,1557906292,44:52.0,3.73612E+11,Merge,"{""location"":""Inagi, 40, Japan"",""client"":null,""longitude"":139.55880000000002,""latitude"":35.6345}",TicketMergeAudit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707513072913,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""1034""},""id"":707513072973,""previous_value"":""1026"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""8""},""id"":707513072993,""previous_value"":""22"",""via"":""Web form""}]",7.07513E+11,38703,1557902070,34:30.0,5396187947,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707486041773,""comment_present"":true,""via"":""Web service""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":707486041853,""previous_value"":""pending"",""via"":""Web service""}]",7.07486E+11,38848,1557899417,50:17.0,20938983767,Web service,"{""location"":""Ashburn, VA, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-77.4728,""latitude"":39.048100000000005}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":708176923094,""comment_present"":true,""via"":""Web service""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":708176923234,""previous_value"":""pending"",""via"":""Web service""}]",7.08177E+11,38703,1557901903,31:43.0,27249871948,Web service,"{""location"":""Ashburn, VA, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-77.4728,""latitude"":39.048100000000005}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":708175171494,""added_tags"":[""jira_escalated""],""tags"":[""datacenter_aws"",""inc"",""jira_escalated"",""treasure_data"",""zopim_chat"",""zopim_chat_ended""],""via"":""Web service""}]",7.08175E+11,38847,1557901732,28:52.0,3.73612E+11,Web service,"{""location"":""Inagi, 40, Japan"",""client"":null,""longitude"":139.55880000000002,""latitude"":35.6345}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":708150303534,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":708150303634,""assignee_id"":5396187947,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":708150303714,""previous_value"":null,""group_id"":25879637,""via"":""Web form""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":708150303774,""previous_value"":""new"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""45""},""id"":708150303834,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""45""},""id"":708150303914,""previous_value"":null,""via"":""Web form""}]",7.0815E+11,38867,1557899153,45:53.0,5396187947,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""id"":707560842333,""previous_value"":""0"",""via"":""Web form"",""type"":""question""},{""event_type"":""Change"",""via_reference_id"":null,""priority"":""normal"",""id"":707560842373,""previous_value"":""0"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":707560842393,""added_tags"":[""category-data-processing"",""ended-escalated-only-support"",""job-investigation-dataprocess"",""performance-issue"",""presto"",""sql-help""],""tags"":[""category-data-processing"",""datacenter_aws"",""ended-escalated-only-support"",""inc"",""jira_escalated"",""job-investigation-dataprocess"",""performance-issue"",""presto"",""sql-help"",""treasure_data"",""zopim_chat"",""zopim_chat_ended""],""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568788"":""ended-escalated-only-support""},""id"":707560842433,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77496087"":""job-investigation-dataprocess performance-issue presto sql-help""},""id"":707560842473,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77984587"":""category-data-processing""},""id"":707560842513,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""240""},""id"":707560842533,""previous_value"":""14"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""226""},""id"":707560842553,""previous_value"":""14"",""via"":""Web form""}]",7.07561E+11,38850,1557906379,46:19.0,5396187947,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":708225055394,""added_tags"":[""jira_escalated""],""tags"":[""customer-dentsu2"",""datacenter_aws"",""jira_escalated""],""via"":""Web service""}]",7.08225E+11,38853,1557906388,46:28.0,5396187947,Web service,"{""location"":""Tokyo, 40, Japan"",""client"":null,""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""id"":708225526974,""previous_value"":""0"",""via"":""Web form"",""type"":""question""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":708225527034,""added_tags"":[""category-data-processing"",""ended-escalated-only-support"",""job-investigation-dataprocess"",""performance-issue"",""presto""],""tags"":[""category-data-processing"",""customer-dentsu2"",""datacenter_aws"",""ended-escalated-only-support"",""jira_escalated"",""job-investigation-dataprocess"",""performance-issue"",""presto""],""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568788"":""ended-escalated-only-support""},""id"":708225527074,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77496087"":""job-investigation-dataprocess performance-issue presto""},""id"":708225527154,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77984587"":""category-data-processing""},""id"":708225527214,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""6228""},""id"":708225527294,""previous_value"":""1231"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""4997""},""id"":708225527354,""previous_value"":""1226"",""via"":""Web form""}]",7.08226E+11,38853,1557906432,47:12.0,5396187947,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":708225528974,""comment_present"":true,""via"":""Mail""}]",7.08226E+11,38830,1557906432,47:12.0,9754287708,Mail,"{""location"":null,""client"":null,""longitude"":null,""latitude"":null}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""id"":708225804254,""previous_value"":""0"",""via"":""Web form"",""type"":""question""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":708225804294,""added_tags"":[""category-data-processing"",""category-workflow"",""ended-escalated-only-support"",""job-investigation-dataprocess"",""performance-issue"",""presto"",""sql-help"",""workflow-investigation""],""tags"":[""category-data-processing"",""category-workflow"",""customer-kao"",""datacenter_aws"",""ended-escalated-only-support"",""jira_escalated"",""job-investigation-dataprocess"",""performance-issue"",""presto"",""sql-help"",""workflow-investigation""],""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568788"":""ended-escalated-only-support""},""id"":708225804334,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77496087"":""job-investigation-dataprocess performance-issue presto sql-help workflow-investigation""},""id"":708225804354,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77984587"":""category-data-processing category-workflow""},""id"":708225804374,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""1803""},""id"":708225804394,""previous_value"":""1197"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""606""},""id"":708225804414,""previous_value"":""5"",""via"":""Web form""}]",7.08226E+11,38844,1557906458,47:38.0,5396187947,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707563029773,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":707563029853,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""4427""},""id"":707563029893,""previous_value"":""3088"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""1339""},""id"":707563029913,""previous_value"":""3088"",""via"":""Web form""}]",7.07563E+11,38809,1557906597,49:57.0,3.68483E+11,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.84 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":707564753493,""added_tags"":[""inc"",""treasure_data"",""zopim_chat_ended""],""tags"":[""datacenter_aws"",""inc"",""treasure_data"",""zopim_chat"",""zopim_chat_ended""],""via"":""Web service""}]",7.07565E+11,38863,1557906760,52:40.0,-1,Web service,"{""location"":null,""client"":null,""longitude"":null,""latitude"":null}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":708228922114,""comment_present"":true,""via"":""Chat""}]",7.08229E+11,38863,1557906760,52:40.0,1149067397,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
[],7.0815E+11,38867,1557899123,45:23.0,1130579717,Web service,"{""location"":""Ashburn, VA, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-77.4728,""latitude"":39.048100000000005}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707483859733,""comment_present"":true,""via"":""Web service""}]",7.07484E+11,38867,1557899123,45:23.0,21136981988,Web service,"{""location"":""Ashburn, VA, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-77.4728,""latitude"":39.048100000000005}",Audit
"[{""event_type"":""Change"",""via_reference_id"":null,""id"":707565914633,""previous_value"":""0"",""via"":""Web form"",""type"":""task""},{""event_type"":""Change"",""via_reference_id"":null,""priority"":""normal"",""id"":707565914673,""previous_value"":""0"",""via"":""Web form""},{""event_type"":""Change"",""status"":""solved"",""via_reference_id"":null,""id"":707565914693,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":707565914713,""added_tags"":[""category-data-processing"",""ended-escalated-only-support"",""job-investigation-dataprocess"",""notification-dataprocess"",""presto""],""tags"":[""category-data-processing"",""datacenter_aws"",""ended-escalated-only-support"",""job-investigation-dataprocess"",""notification-dataprocess"",""presto"",""unified_console_beta""],""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568788"":""ended-escalated-only-support""},""id"":707565914733,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77496087"":""job-investigation-dataprocess notification-dataprocess presto""},""id"":707565914773,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77984587"":""category-data-processing""},""id"":707565914793,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""682""},""id"":707565914833,""previous_value"":""633"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""49""},""id"":707565914853,""previous_value"":""633"",""via"":""Web form""}]",7.07566E+11,38831,1557906872,54:32.0,17408925408,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":707565788413,""comment_present"":true,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""requester_id"":377937560393,""id"":707565788473,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""removed_tags"":[],""id"":707565788573,""added_tags"":[""datacenter_aws"",""unified_console_beta"",""zopim_chat""],""tags"":[""datacenter_aws"",""unified_console_beta"",""zopim_chat""],""via"":""Chat""},{""subject"":""Chat with Andrew Ash"",""event_type"":""Create"",""via_reference_id"":null,""id"":707565788633,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707565788713,""assignee_id"":373612143614,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707565788773,""group_id"":25879637,""via"":""Chat""},{""event_type"":""Create"",""status"":""open"",""via_reference_id"":null,""id"":707565788853,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""priority"":null,""id"":707565788893,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707565788933,""via"":""Chat"",""type"":null},{""event_type"":""Create"",""organization_id"":""27862122588"",""via_reference_id"":null,""id"":707565788953,""via"":""Chat""},{""event_type"":""Create"",""brand_id"":""381217"",""via_reference_id"":null,""id"":707565788993,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""ticket_form_id"":""166578"",""id"":707565789033,""via"":""Chat""},{""event_type"":""Create"",""is_public"":""f"",""via_reference_id"":null,""id"":707565789053,""via"":""Chat""}]",7.07566E+11,38876,1557906860,54:20.0,3.77938E+11,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
